qid,video,question,type_code,relation_from_type,relation_from_lexical,relation_final,relation_disagreement,extraction_status,anchor_clause,target_entity,query_roles,query_texts,seed_texts,fallback_reason,n_text_embeddings,n_seed_queries,subject_prepended,head_form,v2_fallback_reason,v2_texts
2,7533369046,what did the baby do after she turned away from the black box at the end of the video,TN,AFTER,AFTER,AFTER,0,clause_extracted,she turned away from the black box,the baby,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the baby do after she turned away from the black box at the end of the video"", ""a video frame showing she turned away from the black box"", ""a video frame showing the baby""]","[""what did the baby do after she turned away from the black box at the end of the video"", ""a video frame showing she turned away from the black box""]",,3,2,0,what_do,,"[""a video frame showing baby she turned away from the black box at the end of the video"", ""a video frame showing baby""]"
3,3943634344,what did the lady do after the girl finished reciting the pictures on the book,TN,AFTER,AFTER,AFTER,0,clause_extracted,the girl finished reciting the pictures on the book,the lady,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the lady do after the girl finished reciting the pictures on the book"", ""a video frame showing the girl finished reciting the pictures on the book"", ""a video frame showing the lady""]","[""what did the lady do after the girl finished reciting the pictures on the book"", ""a video frame showing the girl finished reciting the pictures on the book""]",,3,2,0,what_do,,"[""a video frame showing lady the girl finished reciting the pictures on the book"", ""a video frame showing lady""]"
7,4612723694,how did the man in grey slowly let the snake out of the bag,CH,MANNER,,MANNER,0,head_event,the man in grey slowly let the snake out of the bag,,"[""original"", ""anchor_primary""]","[""how did the man in grey slowly let the snake out of the bag"", ""a video frame showing the man in grey slowly let the snake out of the bag""]","[""how did the man in grey slowly let the snake out of the bag"", ""a video frame showing the man in grey slowly let the snake out of the bag""]",,2,2,0,how_head,,"[""a video frame showing the man in grey slowly let the snake out of the bag""]"
7,3046900922,what does the child do after being placed on the ground,TN,AFTER,AFTER,AFTER,0,clause_extracted,the child being placed on the ground,the child,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the child do after being placed on the ground"", ""a video frame showing the child being placed on the ground"", ""a video frame showing the child""]","[""what does the child do after being placed on the ground"", ""a video frame showing the child being placed on the ground""]",,3,2,1,what_do,,"[""a video frame showing child being placed on the ground"", ""a video frame showing child""]"
4,4516967897,what were the two ladies doing before they started talking at the start of the video,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,they started talking at the start of the video,the two ladies,"[""original"", ""anchor_primary"", ""target_entity""]","[""what were the two ladies doing before they started talking at the start of the video"", ""a video frame showing they started talking at the start of the video"", ""a video frame showing the two ladies""]","[""what were the two ladies doing before they started talking at the start of the video"", ""a video frame showing they started talking at the start of the video""]",,3,2,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what were the two ladies doing before they started talking at the start of the video"", ""what were the two ladies doing before they started talking at the start of the video""]"
3,5533380417,what did the man do after the baby moved its hands,TN,AFTER,AFTER,AFTER,0,clause_extracted,the baby moved its hands,the man,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the man do after the baby moved its hands"", ""a video frame showing the baby moved its hands"", ""a video frame showing the man""]","[""what did the man do after the baby moved its hands"", ""a video frame showing the baby moved its hands""]",,3,2,0,what_do,,"[""a video frame showing man the baby moved its hands"", ""a video frame showing man""]"
7,5561024834,what does the boy do after doing a spin on the bed,TN,AFTER,AFTER,AFTER,0,clause_extracted,the boy doing a spin on the bed,the boy,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the boy do after doing a spin on the bed"", ""a video frame showing the boy doing a spin on the bed"", ""a video frame showing the boy""]","[""what does the boy do after doing a spin on the bed"", ""a video frame showing the boy doing a spin on the bed""]",,3,2,1,what_do,,"[""a video frame showing boy doing a spin on the bed"", ""a video frame showing boy""]"
7,7492398760,why is the lady holding the camera up at the start,CW,CAUSE,,CAUSE,0,head_event,the lady holding the camera up at the start,,"[""original"", ""anchor_primary""]","[""why is the lady holding the camera up at the start"", ""a video frame showing the lady holding the camera up at the start""]","[""why is the lady holding the camera up at the start"", ""a video frame showing the lady holding the camera up at the start""]",,2,2,0,why_head,no_clause_pattern_matched,"[""a video frame showing why is the lady holding the camera up at the start"", ""why is the lady holding the camera up at the start""]"
9,6168716346,what does the boy with blue shirt do after looking at the box of crayons for a while at the end,TN,AFTER,AFTER,AFTER,0,clause_extracted,the boy with blue shirt looking at the box of crayons for a while,the boy with blue shirt,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the boy with blue shirt do after looking at the box of crayons for a while at the end"", ""a video frame showing the boy with blue shirt looking at the box of crayons for a while"", ""a video frame showing the boy with blue shirt""]","[""what does the boy with blue shirt do after looking at the box of crayons for a while at the end"", ""a video frame showing the boy with blue shirt looking at the box of crayons for a while""]",,3,2,1,what_do,,"[""a video frame showing boy with blue shirt looking at the box of crayons for a while at the end"", ""a video frame showing boy with blue shirt""]"
10,6168295272,how did the girl in blue reacted when the lady in blue shaked her hands in front of the girl,TC,DURING,DURING,DURING,0,clause_extracted,the lady in blue shaked her hands in front of the girl,,"[""original"", ""anchor_primary""]","[""how did the girl in blue reacted when the lady in blue shook her hands in front of the girl"", ""a video frame showing the lady in blue shook her hands in front of the girl""]","[""how did the girl in blue reacted when the lady in blue shook her hands in front of the girl"", ""a video frame showing the lady in blue shook her hands in front of the girl""]",,2,2,0,how_head,,"[""a video frame showing the girl in blue reacted when the lady in blue shook her hands in front of the girl""]"
7,2793260225,how was the lady in pink positioning herself on top of the man s shoulders,CH,MANNER,,MANNER,0,head_event,the lady in pink positioning herself on top of the man s shoulders,,"[""original"", ""anchor_primary""]","[""how was the lady in pink positioning herself on top of the man's shoulders"", ""a video frame showing the lady in pink positioning herself on top of the man's shoulders""]","[""how was the lady in pink positioning herself on top of the man's shoulders"", ""a video frame showing the lady in pink positioning herself on top of the man's shoulders""]",,2,2,0,how_head,no_clause_pattern_matched,"[""a video frame showing how was the lady in pink positioning herself on top of the man's shoulders"", ""how was the lady in pink positioning herself on top of the man's shoulders""]"
4,6233408665,what is the lady in pink doing in front of the girls,TC,DURING,,DURING,0,head_event,the lady in pink doing in front of the girls,,"[""original"", ""anchor_primary""]","[""what is the lady in pink doing in front of the girls"", ""a video frame showing the lady in pink doing in front of the girls""]","[""what is the lady in pink doing in front of the girls"", ""a video frame showing the lady in pink doing in front of the girls""]",,2,2,0,what_head,no_clause_pattern_matched,"[""a video frame showing what is the lady in pink doing in front of the girls"", ""what is the lady in pink doing in front of the girls""]"
